Company Name,Address,Phone,Email,Website,Category,Rating,Reviews Count,Business Hours,Facebook,Instagram,LinkedIn,Twitter,YouTube,TikTok,Social Media Links,Lead Score,Lead Status,Lead Source,Data Completeness
BridgeLinx Technologies,"2nd Floor, BridgeLinx HQ, Major Mustafa Sabir Shaheed Rd, Block D Cantt, Lahore, Pakistan",(100) 000-0014,,http://www.bridgelinxpk.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
ERSTECH SOFTWARE COMPANY,"2nd Floor, Divine Mega 2, Office#226 Ghazi Rd, opposite to Honda Point, DHA Phase 3, Lahore, 54000, Pakistan", 344 2297235,,http://www.erstech.org/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Contour Software Pvt. Ltd,"12th Floor, Askari Corporate Tower, 75, Block D1 Gulberg III, Lahore, Pakistan",0423578896,,http://contour-software.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Rana Technologies. Web Development Lahore | Software House,"410، Al Hafeez Shopping Mall, 321 Main Blvd Gulberg, Block D1 Gulberg III, Lahore, 54660, Pakistan", 313 4226171,,https://www.ranatechnologies.com/,Website designer,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
nullBrainer,"308, Divine Mega 2, Ghazi Rd, Gulshan e Ali Colony, Lahore, Pakistan", 300 4077790,,https://nullbrainer.io/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Techverx,"3P Sir Syed Rd, Block P Gulberg 2, Lahore, 54000, Pakistan",0423253535,,http://www.techverx.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,https://x.com/,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co | Twitter: https://x.com/,86,Hot,Google Maps,69.2%
Techlogix Pakistan (Pvt.) Ltd.,"39 Empress Road, Commercial Area Garhi Shahu, Lahore, 54000, Pakistan",0421118598,,http://www.techlogix.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
HiconSolutions Pvt Ltd. | Web Design & Software Development Company,"F11, AB Heights, New Airport Rd, Khuda Buksh Colony Cantt, Lahore, 54810, Pakistan", 301 3931071,,http://hiconsolutions.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
GenXe Technologies,"Office # 36-37F, First Floor Gulberg Center, 84-D1 Main Boulevard Gulberg, Lahore, 54660, Pakistan", 300 5624325,,https://genxe.com.pk/,Website designer,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
REX Technologies | Software Company in Lahore,"2nd Floor, 645 Khayaban-e-Jinnah, Airline Society, Lahore, 54000, Pakistan", 313 7398324,,https://www.rextech.pk/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Whetstonez - software company in Lahore,"109, Block K Gulberg III, Lahore, 54660, Pakistan",0423577345,,https://whetstonez.com/software-company-lahore/,Software company,4.9,,"
Closed · Opens 10 AM Tue
See more hours
",https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
IT Genesis/The Best Software house in lahore/We deals all types of software/websites,"Office 19 4th floor Gohar center Near muslam Town Mor، Muslam، Town, Lahore, 54000, Pakistan", 308 4926007,,https://www.itgenesis.net/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
"Visnext Software Solutions, Lahore","First Floor 1C - 5, Sikandar Ali Malhi Rd, Canal Park Gulberg 2, Lahore, 54000, Pakistan",0423575286,,http://visnext.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Naeem Software House,"Street 1, Qasim Pura Qasimpura, Lahore, Pakistan", 329 6219415,,https://www.fiverr.com/aftech,Computer software store,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Square63,"34-XX, Main Khayaban-e-Iqbal, DHA Phase III Lahore, 54700, Pakistan", 331 4945905,,http://www.square63.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Webtohelp | Software House in Lahore,"Office NO 27,Floor P2,Jeff Heights, Block E 1 Gulberg III, Lahore, 54000, Pakistan", 303 4996452,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
10Pearls Lahore,"Block C, 32, 1 Ghalib Rd, Gulberg III, Lahore, Pakistan",0423886454,,https://10pearls.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
InvoZone,"605 Abdul Haque Rd, Block H-3 Block H 3 Phase 2 Johar Town, Lahore, 54000, Pakistan", 317 7711171,,https://invozone.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Intelliscence - Software Development Company / Software House,"Office No 04, Ground Floor، Ross Resedentia, Canal Rd, Lahore, 54600, Pakistan", 345 4090775,,https://www.intelliscence.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
AlgoRepublic,"Office # 1003, Haly Tower, Sector R H Block DHA Phase 3, Lahore, 54000, Pakistan", 329 6219415,,https://algorepublic.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Astoe Company,"74 Farrukh Street, Zaildar Rd, Ichhra Lahore, 54000, Lahore, 54500, Pakistan", 322 4083545,,https://www.astoecompany.com/,Software company,4.9,,"
Closed · Opens 9 AM Tue
See more hours
",https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
SADDAT SOFTWARE HOUSE,"HOUSE NO, 59, near METRO MALL, Block B Divine Gardens, Lahore, 54792, Pakistan", 306 9109606,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
"FitOutFit Software Technologies, DHA Phase 1, Lahore","G30 Street 123, H-Block Sector G Dha Phase 1, Lahore, 54000, Pakistan",0423720402,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
shopdev,"50-N Gurumangat Rd, Block N Gulberg 2, Lahore, Pakistan",(100) 000-0014,,https://pk.linkedin.com/company/shopdev-co,Software company,4.9,,"
Closed · Opens 10 AM Tue
See more hours
",https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Bestosoft- The best software house in Pakistan,"F9FF+W9M, Sector Y DHA Phase 3, Lahore, Pakistan", 301 4836286,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Royal Software House,"H832+79F, Bhatia St, Block B New Chauburji Park, Lahore, 54000, Pakistan", 343 0000000,,http://www.royalsofts.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Web Design and Development Company Garden Town Lahore,"Plot 165, Ali Block New Garden Town, Lahore, 54600, Pakistan", 321 6886880,,https://www.thexpertz.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Creation Next - Empowering Businesses through Custom Software Solutions,"11/3-2 Asad Jan Rd, Cantt, Lahore, 54000, Pakistan", 337 4004513,,http://creationnext.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Brain Logix (Pvt) Ltd,"72A, XX, Block Khayaban-e-Iqbal, Sector XX DHA Phase 3, Lahore, 54000, Pakistan", 300 8547889,,http://brainlogix.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Quaid Soft ® | A Real Estate Software - Housing Scheme Software Company in Lahore Pakistan,"Al Hafeez Shopping Mall, Office No. 325, 3rd Floor, Main Blvd Gulberg, |||, Lahore, 54660, Pakistan", 321 4812006,,https://www.quaidsoft.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
"United Software - IT Company, Software Solutions","UIG House 6-A, Upper Mall Scheme, Lahore, 54000, Pakistan",0421110003,,https://theunitedsoftware.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Snexus Pvt Ltd,"1st Floor, 69 - B 1st Floor, Main Boulevard, 69-B Main Blvd Gulberg, Block H Gulberg 2, Lahore, 54660, Pakistan",0423640019,,http://www.snexus.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Mindstorm Studios,"Office No. 806, 8th Floor, Haly Tower, Sector R DHA Phase 2, Lahore, 54500, Pakistan",0423217460,,http://www.mindstormstudios.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Dynamic Software,"Ghazi Rd, Gulshan e Ali Colony, Lahore, 54000, Pakistan", 302 8000104,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Tanbits Pvt Ltd,"412, G4, Johar Town, Lahore, 42000, Pakistan",0423229923,,http://www.tanbits.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Magnetar Solutions - Software House,"1st floor, MCB bank, Main Market, Lahore, 54000, Pakistan", 305 4491767,,https://magnetarsolutions.org/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
i2c Inc.,"04, Old FCC Rd, Lahore – Kasur Rd, Lahore, 54000, Pakistan",0421110000,,https://www.i2cinc.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Contour Software,+92 42 35788961,0423578896,,http://contour-software.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
MAGMA3C | Software Company in Lahore | Software House in Lahore,"1st Floor, RB3, Awami Complex, Usman Block Garden Town, Lahore, Pakistan", 330 6246232,,https://www.magma3c.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
E Tech Software House,"VHCW+WJC, First Floor Gulberg School Main, Muslim Town, 56130, Pakistan", 318 6110269,,http://www.etechsh.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Prismatic Technologies Limited,"71 C, Block C3 Block C 3 Gulberg III, Lahore, 54660, Pakistan", 307 8881432,,https://prismatic-technologies.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Techcreatix,"4th Floor, Office#104, Ali Trade centre, MM Alam Rd, Block B1 Block B 1 Gulberg, Lahore, 54810, Pakistan",+1 212-518-1027,,http://www.techcreatix.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
FiveRivers Technologies,"26, near Main Market, Block F Gulberg 2, Lahore, 54000, Pakistan",0423578842,,https://www.fiveriverstech.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Sixlogics Pakistan,"4th Floor, ONE-R, MM Alam Road, Mini Market Round About, Gulberg 2, Lahore, 54000, Pakistan",0423886456,,https://www.sixlogics.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Shahid Ullah Khan | Web Dev | Web Scraping | ML,"FCW6+FXC, Ali Park Gulshan e Ali Colony, Lahore, Pakistan", 341 0666632,,http://www.shahidullahkhan.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Educative,"13-C-1 MM Alam Rd, Block C1 Block C 1 Gulberg III, Lahore, Pakistan", 309 6663955,,http://www.educative.io/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
thesoft - Leading Software House,"F9FG+HHG, Sector Y DHA Phase 3, Lahore, Pakistan", 307 6494781,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Visual Software Developers,+92 333 7454059, 333 7454059,,https://softbiller.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Gigalabs (PVT) Limited,"2nd Floor, 409-G4 Johar Town Rd, Block G4 Block G 4 Phase 2 Johar Town, Lahore, 54000, Pakistan", 313 4732161,,https://gigalabs.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Khired Networks,"Plaza 38 CCA1, Sector C DHA Phase 6, Lahore, 54000, Pakistan",0423718162,,https://khired.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Malik's Software House,"House no G, 12, Ali View Garden Phase III, Lahore, 54000, Pakistan",(100) 000-0014,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
FireWorks Technology (A software development company),"Office 10, First Floor, Big City Plaza, Gulberg 3 Liberty Round About, 54000, Pakistan", 345 4777487,,http://www.fireworkstech.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Files Studio Software House & Game Studio,"1/110 Bridge Lane, Millat Colony, Lahore, Pakistan",0423577700,,https://filestechnology.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Siemens Digital Industries Software,"6th Floor, Ali Tower, 105 MM Alam Rd, Block B2 Block B 2 Gulberg III, Lahore, 54000, Pakistan",(100) 000-0014,,https://www.sw.siemens.com/en-US/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
zAmtech Software House,"Mega Tower, Office no 19, M1, 19 Main Boulevard Gulberg, Main Gulberg, Lahore, Pakistan", 310 4036782,,https://technolyte.com/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
Interactive Group,"House # 26, Block T Gulberg 2, Lahore, Pakistan", 329 6219415,,https://bittechnologies.co/,Software company,4.9,,,https://www.facebook.com/software-bank-105748474772395,,https://linkedin.com/company/shopdev-co,,,,Facebook: https://www.facebook.com/software-bank-105748474772395 | LinkedIn: https://linkedin.com/company/shopdev-co,84,Hot,Google Maps,61.5%
